tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2020-580,Australian Open,Hard,128,G,20200120,191,105138,9,,Roberto Bautista Agut,R,183,ESP,31.7,111581,,WC,Michael Mmoh,R,188,USA,22,5-7 6-2 6-4 6-1,5,R64,164,3,1,100,72,57,16,19,1,2,14,6,134,100,65,11,18,11,17,9,2630,217,219
2020-580,Australian Open,Hard,128,G,20200120,192,106043,14,,Diego Schwartzman,R,170,ARG,27.4,200221,,,Alejandro Davidovich Fokina,R,183,ESP,20.6,6-1 6-4 6-2,5,R64,116,4,5,87,48,33,22,13,3,5,1,3,84,58,30,9,12,7,14,14,2130,88,627
2020-580,Australian Open,Hard,128,G,20200120,193,105583,24,,Dusan Lajovic,R,183,SRB,29.5,117360,,WC,Marc Polmans,R,188,AUS,22.7,6-2 6-4 6-3,5,R64,112,12,0,88,66,46,14,14,5,5,2,1,86,62,34,14,13,4,9,27,1516,133,411
2020-580,Australian Open,Hard,128,G,20200120,194,106415,,,Yoshihito Nishioka,L,170,JPN,24.3,105554,30,,Daniel Evans,R,175,GBR,29.6,6-4 6-3 6-4,5,R64,119,2,1,87,65,49,12,15,2,2,7,1,87,52,37,19,14,3,7,71,797,32,1349
2020-580,Australian Open,Hard,128,G,20200120,195,104925,2,,Novak Djokovic,R,188,SRB,32.6,105147,,WC,Tatsuma Ito,R,180,JPN,31.6,6-1 6-4 6-2,5,R64,95,16,5,64,46,43,10,13,0,0,9,1,77,50,33,9,12,4,9,2,9720,146,362
2020-580,Australian Open,Hard,128,G,20200120,196,104745,1,,Rafael Nadal,L,185,ESP,33.6,105807,27,,Pablo Carreno Busta,R,188,ESP,28.5,6-1 6-2 6-4,5,R32,98,9,0,62,39,34,18,13,0,0,6,1,63,41,29,7,12,5,10,1,10235,30,1422
2020-580,Australian Open,Hard,128,G,20200120,197,106401,23,,Nick Kyrgios,R,193,AUS,24.7,111575,16,,Karen Khachanov,R,198,RUS,23.6,6-2 7-6(5) 6-7(6) 6-7(7) 7-6(8),5,R32,266,33,4,186,125,102,32,28,3,4,21,5,190,129,104,29,28,3,6,26,1520,17,1995
2020-580,Australian Open,Hard,128,G,20200120,198,104792,10,,Gael Monfils,R,193,FRA,33.3,105208,,Q,Ernests Gulbis,R,190,LAT,31.3,7-6(2) 6-4 6-3,5,R32,147,9,6,97,67,52,18,16,4,6,9,6,99,57,37,21,15,4,9,10,2565,256,179
2020-580,Australian Open,Hard,128,G,20200120,199,106233,5,,Dominic Thiem,R,185,AUT,26.3,126203,29,,Taylor Fritz,R,196,USA,22.2,6-2 6-4 6-7(5) 6-4,5,R32,170,12,5,134,90,69,24,20,6,7,20,4,122,85,60,17,20,4,9,5,5890,34,1335
2020-580,Australian Open,Hard,128,G,20200120,200,106421,4,,Daniil Medvedev,R,198,RUS,23.9,200615,,,Alexei Popyrin,R,196,AUS,20.4,6-4 6-3 6-2,5,R32,107,6,3,76,43,33,22,14,1,1,8,7,86,55,37,10,13,3,8,4,5960,96,585
2020-580,Australian Open,Hard,128,G,20200120,201,104527,15,,Stan Wawrinka,R,183,SUI,34.8,104545,19,,John Isner,R,208,USA,34.7,6-4 4-1 RET,5,R32,65,8,0,46,21,18,16,8,3,3,7,1,49,36,23,5,7,5,8,15,2045,19,1860
2020-580,Australian Open,Hard,128,G,20200120,202,126094,17,,Andrey Rublev,R,188,RUS,22.2,105676,11,,David Goffin,R,180,BEL,29.1,2-6 7-6(3) 6-4 7-6(4),5,R32,180,14,3,132,82,64,22,21,1,6,11,1,134,80,56,25,21,2,6,16,2004,11,2555
2020-580,Australian Open,Hard,128,G,20200120,203,100644,7,,Alexander Zverev,R,198,GER,22.7,104269,,,Fernando Verdasco,L,188,ESP,36.1,6-2 6-2 6-4,5,R32,116,15,3,82,61,47,8,13,4,5,3,2,84,49,27,16,13,4,10,7,3345,51,1050
2020-580,Australian Open,Hard,128,G,20200120,204,105815,,,Tennys Sandgren,R,188,USA,28.4,105023,,,Sam Querrey,R,198,USA,32.2,6-4 6-4 6-4,5,R32,112,12,4,102,65,50,17,15,12,14,15,5,90,59,42,9,15,3,8,100,573,45,1100
2020-580,Australian Open,Hard,128,G,20200120,205,104926,12,,Fabio Fognini,R,178,ITA,32.6,105550,22,,Guido Pella,L,183,ARG,29.6,7-6(0) 6-2 6-3,5,R32,129,11,5,95,61,47,19,15,6,8,7,1,87,60,37,13,14,1,6,12,2310,25,1585
2020-580,Australian Open,Hard,128,G,20200120,206,105916,,,Marton Fucsovics,R,188,HUN,27.9,126205,,,Tommy Paul,R,185,USA,22.6,6-1 6-1 6-4,5,R32,106,6,1,72,47,36,17,12,4,4,3,3,71,40,25,12,12,8,14,67,827,80,696
2020-580,Australian Open,Hard,128,G,20200120,207,103819,3,,Roger Federer,R,185,SUI,38.4,105357,,,John Millman,R,183,AUS,30.6,4-6 7-6(2) 6-4 4-6 7-6(8),5,R32,243,16,6,170,111,85,30,27,4,8,11,4,189,118,80,43,27,7,10,3,6590,47,1096
2020-580,Australian Open,Hard,128,G,20200120,208,105683,32,,Milos Raonic,R,196,CAN,29,126774,6,,Stefanos Tsitsipas,R,193,GRE,21.4,7-5 6-4 7-6(2),5,R32,150,19,1,97,63,56,20,17,0,0,9,3,106,70,52,18,17,4,6,35,1305,6,5375
2020-580,Australian Open,Hard,128,G,20200120,209,105227,,,Marin Cilic,R,198,CRO,31.3,105138,9,,Roberto Bautista Agut,R,183,ESP,31.7,6-7(3) 6-4 6-0 5-7 6-3,5,R32,250,24,2,149,97,75,28,25,8,10,9,2,168,116,76,27,24,12,19,39,1205,9,2630
2020-580,Australian Open,Hard,128,G,20200120,210,106043,14,,Diego Schwartzman,R,170,ARG,27.4,105583,24,,Dusan Lajovic,R,183,SRB,29.5,6-2 6-3 7-6(7),5,R32,133,3,2,95,60,43,17,15,2,6,5,2,86,57,32,12,14,4,11,14,2130,27,1516
2020-580,Australian Open,Hard,128,G,20200120,211,104925,2,,Novak Djokovic,R,188,SRB,32.6,106415,,,Yoshihito Nishioka,L,170,JPN,24.3,6-3 6-2 6-2,5,R32,85,17,2,62,46,43,11,13,1,1,1,4,74,43,29,12,12,1,6,2,9720,71,797
2020-580,Australian Open,Hard,128,G,20200120,212,104745,1,,Rafael Nadal,L,185,ESP,33.6,106401,23,,Nick Kyrgios,R,193,AUS,24.7,6-3 3-6 7-6(6) 7-6(4),5,R16,218,12,4,120,78,66,27,21,1,3,25,5,151,113,83,14,21,7,9,1,10235,26,1520
2020-580,Australian Open,Hard,128,G,20200120,213,106233,5,,Dominic Thiem,R,185,AUT,26.3,104792,10,,Gael Monfils,R,193,FRA,33.3,6-2 6-4 6-4,5,R16,110,2,1,70,46,39,18,14,0,0,9,0,104,79,48,12,14,10,14,5,5890,10,2565
2020-580,Australian Open,Hard,128,G,20200120,214,104527,15,,Stan Wawrinka,R,183,SUI,34.8,106421,4,,Daniil Medvedev,R,198,RUS,23.9,6-2 2-6 4-6 7-6(2) 6-2,5,R16,205,18,1,138,95,72,22,23,5,8,19,2,143,98,67,25,23,7,11,15,2045,4,5960
2020-580,Australian Open,Hard,128,G,20200120,215,100644,7,,Alexander Zverev,R,198,GER,22.7,126094,17,,Andrey Rublev,R,188,RUS,22.2,6-4 6-4 6-4,5,R16,97,11,3,72,54,49,11,15,0,0,5,5,81,53,41,14,15,4,7,7,3345,16,2004
2020-580,Australian Open,Hard,128,G,20200120,216,105815,,,Tennys Sandgren,R,188,USA,28.4,104926,12,,Fabio Fognini,R,178,ITA,32.6,7-6(5) 7-5 6-7(2) 6-4,5,R16,207,21,2,141,95,69,24,23,5,8,8,3,132,67,52,33,23,0,5,100,573,12,2310
2020-580,Australian Open,Hard,128,G,20200120,217,103819,3,,Roger Federer,R,185,SUI,38.4,105916,,,Marton Fucsovics,R,188,HUN,27.9,4-6 6-1 6-2 6-2,5,R16,131,5,0,103,63,48,21,17,7,9,1,1,89,42,24,25,16,5,12,3,6590,67,827
2020-580,Australian Open,Hard,128,G,20200120,218,105683,32,,Milos Raonic,R,196,CAN,29,105227,,,Marin Cilic,R,198,CRO,31.3,6-4 6-3 7-5,5,R16,139,35,3,94,69,55,14,16,4,4,5,3,84,50,38,18,15,5,8,35,1305,39,1205
2020-580,Australian Open,Hard,128,G,20200120,219,104925,2,,Novak Djokovic,R,188,SRB,32.6,106043,14,,Diego Schwartzman,R,170,ARG,27.4,6-3 6-4 6-4,5,R16,126,8,1,86,55,41,21,15,2,3,1,4,89,50,31,19,14,4,8,2,9720,14,2130
2020-580,Australian Open,Hard,128,G,20200120,220,106233,5,,Dominic Thiem,R,185,AUT,26.3,104745,1,,Rafael Nadal,L,185,ESP,33.6,7-6(3) 7-6(4) 4-6 7-6(6),5,QF,250,14,4,140,83,65,28,23,5,9,11,3,151,105,72,24,23,5,8,5,5890,1,10235
2020-580,Australian Open,Hard,128,G,20200120,221,100644,7,,Alexander Zverev,R,198,GER,22.7,104527,15,,Stan Wawrinka,R,183,SUI,34.8,1-6 6-3 6-4 6-2,5,QF,139,13,1,93,74,56,8,17,3,6,4,5,105,59,41,24,17,8,13,7,3345,15,2045
2020-580,Australian Open,Hard,128,G,20200120,222,103819,3,,Roger Federer,R,185,SUI,38.4,105815,,,Tennys Sandgren,R,188,USA,28.4,6-3 2-6 2-6 7-6(8) 6-3,5,QF,211,5,3,171,112,80,31,23,10,14,27,5,150,97,77,24,23,11,13,3,6590,100,573
2020-580,Australian Open,Hard,128,G,20200120,223,104925,2,,Novak Djokovic,R,188,SRB,32.6,105683,32,,Milos Raonic,R,196,CAN,29,6-4 6-3 7-6(1),5,QF,169,4,1,101,70,60,15,16,2,2,18,6,128,81,58,20,15,14,16,2,9720,35,1305
2020-580,Australian Open,Hard,128,G,20200120,224,106233,5,,Dominic Thiem,R,185,AUT,26.3,100644,7,,Alexander Zverev,R,198,GER,22.7,3-6 6-4 7-6(3) 7-6(4),5,SF,222,10,4,144,96,74,19,22,9,14,16,3,127,103,70,12,21,5,9,5,5890,7,3345
2020-580,Australian Open,Hard,128,G,20200120,225,104925,2,,Novak Djokovic,R,188,SRB,32.6,103819,3,,Roger Federer,R,185,SUI,38.4,7-6(1) 6-4 6-3,5,SF,138,11,1,102,74,54,15,16,5,7,15,3,104,68,45,15,15,7,11,2,9720,3,6590
2020-580,Australian Open,Hard,128,G,20200120,226,104925,2,,Novak Djokovic,R,188,SRB,32.6,106233,5,,Dominic Thiem,R,185,AUT,26.3,6-4 4-6 2-6 6-3 6-4,5,F,239,9,5,134,87,66,24,24,7,12,13,5,170,108,75,28,23,7,12,2,9720,5,5890
2020-560,Us Open,Hard,128,G,20200831,100,104925,1,,Novak Djokovic,R,188,SRB,33.2,106000,,,Damir Dzumhur,R,175,BIH,28.2,6-1 6-4 6-1,5,R128,118,5,5,82,49,36,18,12,6,7,2,8,95,53,29,15,12,12,19,1,10860,109,524
2020-560,Us Open,Hard,128,G,20200831,101,106378,,,Kyle Edmund,R,188,GBR,25.6,122330,,,Alexander Bublik,R,196,KAZ,23.2,2-6 7-5 7-5 6-0,5,R128,167,2,4,109,70,53,22,19,4,7,18,10,124,72,56,18,19,10,16,44,1050,54,965
2020-560,Us Open,Hard,128,G,20200831,102,111581,,,Michael Mmoh,R,188,USA,22.6,105311,,,Joao Sousa,R,185,POR,31.4,6-2 7-5 2-6 6-1,5,R128,154,8,4,116,79,58,19,18,7,10,7,2,94,56,32,25,17,4,10,186,281,68,776
2020-560,Us Open,Hard,128,G,20200831,103,105526,28,,Jan Lennard Struff,R,193,GER,30.3,124079,,,Pedro Martinez,R,185,ESP,23.3,6-0 7-5 6-4,5,R128,131,13,2,85,41,36,20,14,4,7,3,6,110,66,37,14,14,10,18,29,1405,106,546
2020-560,Us Open,Hard,128,G,20200831,104,105807,20,,Pablo Carreno Busta,R,188,ESP,29.1,106034,,,Yasutaka Uchiyama,R,183,JPN,28,4-6 6-3 1-6 6-3 6-3,5,R128,201,5,5,149,96,69,26,22,9,12,14,5,148,101,79,15,22,12,16,27,1500,86,685
2020-560,Us Open,Hard,128,G,20200831,105,106283,,,Mitchell Krueger,R,188,USA,26.6,105155,,,Pedro Sousa,R,180,POR,32.2,3-6 6-2 7-5 6-3,5,R128,157,11,2,121,77,54,25,19,5,8,10,3,115,71,52,16,19,5,11,198,264,110,522
2020-560,Us Open,Hard,128,G,20200831,106,105575,,,Ricardas Berankis,R,175,LTU,30.1,105943,,,Federico Gaio,R,178,ITA,28.4,7-6(3) 4-6 6-4 6-4,5,R128,186,6,3,119,68,49,31,21,3,7,9,6,135,60,44,38,22,8,13,65,809,132,423
2020-560,Us Open,Hard,128,G,20200831,107,105449,,,Steve Johnson,R,188,USA,30.6,104545,16,,John Isner,R,208,USA,35.3,6-7(5) 6-3 6-7(5) 6-3 7-6(3),5,R128,230,22,4,185,113,96,40,29,5,5,52,4,171,134,99,23,28,9,11,64,825,22,1805
2020-560,Us Open,Hard,128,G,20200831,108,133430,12,,Denis Shapovalov,L,185,CAN,21.3,200624,,,Sebastian Korda,R,196,USA,20.1,6-4 4-6 6-3 6-2,5,R128,167,13,4,100,64,53,21,19,1,2,1,3,139,100,58,23,18,10,14,17,2075,205,252
2020-560,Us Open,Hard,128,G,20200831,109,126952,,,Soon Woo Kwon,R,180,KOR,22.7,111515,,,Thai Son Kwiatkowski,R,188,USA,25.5,3-6 7-6(4) 6-1 6-2,5,R128,170,3,1,106,69,54,21,17,5,7,11,4,121,70,45,25,20,2,8,73,742,187,281
2020-560,Us Open,Hard,128,G,20200831,110,104468,,,Gilles Simon,R,183,FRA,35.6,105633,,,Mohamed Safwat,R,180,EGY,29.9,6-1 6-4 6-4,5,R128,131,10,2,92,53,41,20,14,4,5,2,3,88,52,29,19,13,5,10,52,970,135,407
2020-560,Us Open,Hard,128,G,20200831,111,126203,19,,Taylor Fritz,R,196,USA,22.8,136440,,,Dominik Koepfer,L,180,GER,26.3,6-7(7) 6-3 6-2 6-4,5,R128,165,15,4,118,63,52,31,20,6,8,5,10,126,71,47,27,20,7,14,25,1545,91,652
2020-560,Us Open,Hard,128,G,20200831,112,105936,26,,Filip Krajinovic,R,185,SRB,28.5,144707,,,Mikael Ymer,R,183,SWE,21.9,6-2 7-6(3) 6-3,5,R128,136,4,1,98,66,51,17,16,4,6,9,4,78,39,28,17,14,1,6,26,1503,71,759
2020-560,Us Open,Hard,128,G,20200831,113,106218,,,Marcos Giron,R,180,USA,27.1,117360,,,Marc Polmans,R,188,AUS,23.3,6-4 6-7(5) 3-6 6-4 6-2,5,R128,225,11,2,157,111,76,21,25,7,13,4,12,161,107,66,26,25,11,19,96,639,121,462
2020-560,Us Open,Hard,128,G,20200831,114,144750,,,Lloyd Harris,R,193,RSA,23.5,106065,,,Marco Cecchinato,R,185,ITA,27.9,6-4 7-5 6-2,5,R128,114,12,4,88,57,46,14,15,8,10,3,8,95,59,36,17,15,3,9,95,641,108,526
2020-560,Us Open,Hard,128,G,20200831,115,105676,7,,David Goffin,R,180,BEL,29.7,124187,,,Reilly Opelka,R,211,USA,23,7-6(2) 3-6 6-1 6-4,5,R128,147,3,7,117,65,53,30,19,6,8,18,4,125,77,59,19,20,3,7,10,2555,35,1312
2020-560,Us Open,Hard,128,G,20200831,116,126774,4,,Stefanos Tsitsipas,R,193,GRE,22,105077,,,Albert Ramos,L,188,ESP,32.6,6-2 6-1 6-1,5,R128,98,13,5,64,39,35,11,11,0,0,0,7,77,37,20,16,11,7,14,6,5095,41,1130
2020-560,Us Open,Hard,128,G,20200831,117,202195,,,Maxime Cressy,R,201,USA,23.3,106075,,,Jozef Kovalik,R,183,SVK,27.8,6-1 2-6 6-4 6-4,5,R128,138,23,15,102,50,42,29,18,3,6,4,3,92,65,46,13,17,1,6,168,320,123,452
2020-560,Us Open,Hard,128,G,20200831,118,106228,,,Juan Ignacio Londero,R,180,ARG,27,105539,,,Evgeny Donskoy,R,185,RUS,30.3,6-3 6-3 7-5,5,R128,113,4,1,83,51,33,22,15,0,3,6,6,86,49,35,10,15,4,11,62,832,114,505
2020-560,Us Open,Hard,128,G,20200831,119,106432,27,,Borna Coric,R,188,CRO,23.7,104665,,,Pablo Andujar,R,180,ESP,34.6,7-5 6-3 6-1,5,R128,141,12,2,99,61,46,21,14,8,9,0,3,82,54,34,10,14,2,8,32,1355,56,942
2020-560,Us Open,Hard,128,G,20200831,120,106078,,,Egor Gerasimov,R,196,BLR,27.8,105583,18,,Dusan Lajovic,R,183,SRB,30.1,6-1 4-6 6-4 6-4,5,R128,146,11,4,111,68,54,21,19,3,5,7,2,112,77,49,20,18,10,15,72,744,24,1695
2020-560,Us Open,Hard,128,G,20200831,121,111442,,,Jordan Thompson,R,183,AUS,26.3,105882,,,Stefano Travaglia,R,185,ITA,28.6,6-3 6-4 4-6 6-2,5,R128,161,6,1,99,65,50,21,19,2,5,6,5,121,73,56,18,18,16,22,63,829,87,684
2020-560,Us Open,Hard,128,G,20200831,122,105062,,,Mikhail Kukushkin,R,183,KAZ,32.6,105226,,,Attila Balazs,R,180,HUN,31.9,6-4 7-5 6-4,5,R128,136,3,1,92,51,38,26,16,5,7,4,9,89,47,36,18,16,1,6,90,661,78,715
2020-560,Us Open,Hard,128,G,20200831,123,106426,13,,Cristian Garin,R,185,CHI,24.2,200265,,,Ulises Blanch,R,188,USA,22.4,4-6 5-7 6-4 6-4 6-2,5,R128,192,15,7,140,94,74,23,25,6,9,13,5,159,87,61,39,25,11,16,19,1900,244,207
2020-560,Us Open,Hard,128,G,20200831,124,111815,,,Cameron Norrie,L,188,GBR,25,106043,9,,Diego Schwartzman,R,170,ARG,28,3-6 4-6 6-2 6-1 7-5,5,R128,239,11,5,171,107,66,30,23,19,27,1,8,175,119,63,26,23,20,31,76,727,13,2265
2020-560,Us Open,Hard,128,G,20200831,125,105948,,,Federico Coria,R,180,ARG,28.4,105359,,,Jason Jung,R,180,TPE,31.2,2-6 4-6 6-4 6-1 2-0 RET,5,R128,160,12,2,115,79,57,16,19,5,10,4,3,109,75,47,16,18,8,14,103,569,122,462
2020-560,Us Open,Hard,128,G,20200831,126,200221,,,Alejandro Davidovich Fokina,R,183,ESP,21.2,110602,,,Dennis Novak,R,183,AUT,27,3-6 6-4 6-3 1-6 6-0,5,R128,173,2,4,136,87,51,26,20,9,15,7,5,133,89,54,19,21,7,15,99,627,85,695
2020-560,Us Open,Hard,128,G,20200831,127,128034,24,,Hubert Hurkacz,R,196,POL,23.5,105376,,,Peter Gojowczyk,R,188,GER,31.1,6-3 6-4 6-4,5,R128,110,14,2,90,54,39,22,15,3,5,3,10,91,47,33,19,14,6,11,33,1353,127,444
2020-560,Us Open,Hard,128,G,20200831,128,105173,32,,Adrian Mannarino,L,180,FRA,32.1,132283,,,Lorenzo Sonego,R,191,ITA,25.3,6-1 6-4 2-6 6-3,5,R128,161,1,2,99,66,43,18,17,4,8,9,2,99,66,44,11,17,7,14,39,1191,46,1030
2020-560,Us Open,Hard,128,G,20200831,129,106058,,,Jack Sock,R,191,USA,27.9,104655,,,Pablo Cuevas,R,180,URU,34.6,3-6 6-4 6-2 4-6 7-6(2),5,R128,195,10,10,144,84,66,34,25,4,7,12,5,150,101,76,24,25,2,6,389,95,61,857
2020-560,Us Open,Hard,128,G,20200831,130,206909,,,Brandon Nakashima,R,188,USA,19,103893,,,Paolo Lorenzi,R,183,ITA,38.7,6-3 6-2 7-6(3),5,R128,132,9,2,87,58,50,18,16,2,2,6,3,84,46,36,16,14,1,4,223,229,125,447
2020-560,Us Open,Hard,128,G,20200831,131,100644,5,,Alexander Zverev,R,198,GER,23.3,104731,,,Kevin Anderson,R,203,RSA,34.2,7-6(2) 5-7 6-3 7-5,5,R128,187,18,6,135,91,78,20,23,3,5,20,7,131,77,62,27,23,1,4,7,3630,117,490
2020-560,Us Open,Hard,128,G,20200831,132,126610,6,,Matteo Berrettini,R,196,ITA,24.3,104424,,,Go Soeda,R,178,JPN,35.9,7-6(5) 6-1 6-4,5,R128,121,18,0,78,50,47,19,15,4,4,0,3,88,53,32,23,15,2,5,8,2940,119,480
2020-560,Us Open,Hard,128,G,20200831,133,200005,,,Ugo Humbert,L,188,FRA,22.1,105216,,,Yuichi Sugita,R,173,JPN,31.9,6-3 6-4 6-3,5,R128,112,12,3,70,48,38,15,14,0,1,4,4,98,53,37,21,14,12,17,42,1111,88,682
2020-560,Us Open,Hard,128,G,20200831,134,200325,,,Emil Ruusuvuori,R,188,FIN,21.4,105379,,,Aljaz Bedene,R,181,SLO,31.1,6-3 3-6 6-1 4-6 6-1,5,R128,189,8,9,124,75,53,29,21,2,5,13,15,145,72,53,31,21,13,20,92,648,53,965
2020-560,Us Open,Hard,128,G,20200831,135,134770,30,,Casper Ruud,R,183,NOR,21.6,111456,,,Mackenzie Mcdonald,R,178,USA,25.3,4-6 4-6 6-4 6-3 6-2,5,R128,222,11,3,147,99,67,26,24,5,9,9,5,169,98,63,37,23,18,24,37,1279,243,207
2020-560,Us Open,Hard,128,G,20200831,136,124014,,,Ernesto Escobedo,R,185,MEX,24.1,111794,,,Kamil Majchrzak,R,180,POL,24.6,7-6(3) 6-2 6-3,5,R128,119,14,6,95,54,44,22,16,5,6,9,7,97,44,35,22,14,4,8,185,284,107,532
2020-560,Us Open,Hard,128,G,20200831,137,106099,,,Salvatore Caruso,R,185,ITA,27.7,105902,,,James Duckworth,R,183,AUS,28.6,4-6 7-5 7-5 6-2,5,R128,200,8,11,145,86,61,35,21,10,12,4,2,134,74,48,34,21,11,16,100,623,84,697
2020-560,Us Open,Hard,128,G,20200831,138,106296,,,Gregoire Barrere,R,183,FRA,26.5,106121,,,Taro Daniel,R,191,JPN,27.5,6-3 6-4 3-6 6-1,5,R128,155,15,5,116,67,52,26,18,4,6,6,5,113,64,39,26,17,7,12,93,647,112,511
2020-560,Us Open,Hard,128,G,20200831,139,126094,10,,Andrey Rublev,R,188,RUS,22.8,104871,,,Jeremy Chardy,R,188,FRA,33.5,6-4 6-4 6-3,5,R128,127,11,3,89,47,40,22,14,7,8,21,11,126,83,58,14,15,17,22,14,2234,60,860
2020-560,Us Open,Hard,128,G,20200831,140,105777,14,,Grigor Dimitrov,R,191,BUL,29.2,126205,,,Tommy Paul,R,185,USA,23.2,6-4 6-3 6-1,5,R128,111,1,4,77,50,42,15,13,7,7,3,3,82,51,29,14,13,7,12,20,1885,58,894
2020-560,Us Open,Hard,128,G,20200831,141,105916,,,Marton Fucsovics,R,188,HUN,28.5,106198,,,Hugo Dellien,R,180,BOL,27.2,6-3 6-3 6-1,5,R128,106,7,2,73,36,29,25,13,4,5,1,2,72,52,24,11,12,4,10,66,787,97,638
2020-560,Us Open,Hard,128,G,20200831,142,126207,,,Frances Tiafoe,R,188,USA,22.6,104312,,,Andreas Seppi,R,190,ITA,36.5,4-6 6-3 6-4 7-5,5,R128,182,12,5,135,80,64,30,21,8,9,13,4,125,80,58,23,20,7,10,82,700,89,671
2020-560,Us Open,Hard,128,G,20200831,143,105357,,,John Millman,R,183,AUS,31.2,105932,22,,Nikoloz Basilashvili,R,185,GEO,28.5,6-1 6-4 6-4,5,R128,119,6,0,93,54,43,23,14,7,7,4,2,82,47,30,18,13,4,8,43,1096,30,1395
2020-560,Us Open,Hard,128,G,20200831,144,200670,,,J J Wolf,R,183,USA,21.6,105550,29,,Guido Pella,L,183,ARG,30.2,6-2 0-6 6-3 6-3,5,R128,133,13,8,98,54,39,23,16,3,6,3,3,97,68,46,12,16,2,7,138,402,36,1310
2020-560,Us Open,Hard,128,G,20200831,145,106148,,,Roberto Carballes Baena,R,183,ESP,27.4,103852,,,Feliciano Lopez,L,188,ESP,38.9,3-6 7-6(5) 6-4 6-3,5,R128,180,3,5,110,71,54,24,20,2,4,17,11,139,66,53,34,21,10,14,101,614,57,908
2020-560,Us Open,Hard,128,G,20200831,146,106331,,,Christopher Oconnell,R,183,AUS,26.2,111513,,,Laslo Djere,R,188,SRB,25.2,4-6 6-4 7-6(2) 6-4,5,R128,189,4,1,139,85,61,29,22,8,12,6,10,131,74,57,23,21,6,11,116,498,81,705
2020-560,Us Open,Hard,128,G,20200831,147,106421,3,,Daniil Medvedev,R,198,RUS,24.5,105643,,,Federico Delbonis,L,193,ARG,29.9,6-1 6-2 6-4,5,R128,106,4,4,66,43,37,16,13,2,2,1,3,84,54,32,13,12,4,9,5,5890,79,711
2020-560,Us Open,Hard,128,G,20200831,148,105138,8,,Roberto Bautista Agut,R,183,ESP,32.3,105815,,,Tennys Sandgren,R,188,USA,29.1,6-4 6-4 7-6(3),5,R128,166,4,2,113,78,51,23,17,17,19,14,5,111,59,45,21,16,7,11,11,2540,48,1013
2020-560,Us Open,Hard,128,G,20200831,149,200175,,,Miomir Kecmanovic,R,183,SRB,21,126149,,,Gianluca Mager,R,188,ITA,25.7,6-4 6-4 6-7(6) 3-6 6-2,5,R128,174,26,10,163,91,75,39,24,9,10,22,6,155,95,72,39,25,7,11,47,1028,80,711
2020-560,Us Open,Hard,128,G,20200831,150,105577,,,Vasek Pospisil,R,193,CAN,30.1,104259,,,Philipp Kohlschreiber,R,178,GER,36.8,7-6(4) 7-5 7-6(3),5,R128,174,23,7,120,68,58,28,19,2,4,9,4,128,65,50,31,19,8,11,94,642,75,729
2020-560,Us Open,Hard,128,G,20200831,151,105683,25,,Milos Raonic,R,196,CAN,29.6,104919,,,Leonardo Mayer,R,188,ARG,33.2,6-3 6-2 6-3,5,R128,109,14,5,65,38,34,18,13,0,0,5,7,83,45,28,18,13,4,9,18,1950,120,464
2020-560,Us Open,Hard,128,G,20200831,152,200282,21,,Alex De Minaur,R,183,AUS,21.5,105413,,,Andrej Martin,R,183,SVK,30.9,6-4 6-3 7-5,5,R128,131,2,4,97,59,41,21,15,6,8,6,2,102,64,38,18,16,2,8,28,1485,98,638
2020-560,Us Open,Hard,128,G,20200831,153,104755,,,Richard Gasquet,R,183,FRA,34.2,103333,,,Ivo Karlovic,R,208,CRO,41.5,7-6(0) 7-6(4) 6-1,5,R128,113,8,3,98,68,56,21,17,5,6,20,4,94,54,36,25,16,5,8,51,985,126,444
2020-560,Us Open,Hard,128,G,20200831,154,105723,,,Andrey Kuznetsov,R,183,RUS,29.5,105023,,,Sam Querrey,R,198,USA,32.9,6-4 7-6(6) 6-2,5,R128,104,18,2,94,57,48,24,16,3,3,11,2,84,44,38,21,15,3,6,,,45,1045
2020-560,Us Open,Hard,128,G,20200831,155,111575,11,,Karen Khachanov,R,198,RUS,24.2,206173,,,Jannik Sinner,R,191,ITA,19,3-6 6-7(7) 6-2 6-0 7-6(4),5,R128,224,18,8,159,99,77,35,25,6,7,12,5,191,108,80,37,24,17,22,16,2120,74,733
2020-560,Us Open,Hard,128,G,20200831,156,200000,15,,Felix Auger Aliassime,R,193,CAN,20,106329,,,Thiago Monteiro,L,183,BRA,26.2,6-3 6-7(7) 7-6(6) 7-6(6),5,R128,231,18,8,150,94,79,31,24,2,2,8,4,145,113,85,22,24,7,8,21,1806,83,700
